Claim Description,Coverage Code,Accident Source,topic,probability,topic_name
ALEJANDRO WENT THROUGH THE CAR WASH. THERE WERE SCUFF MARKS ON THEDRIVER'S SIDE. ON THE TOP ROOF LEFT SIDE.,GD,Car Wash,-1,0.0,Miscellaneous / Noise
"MEMBER CLAIMS "" AFTER SHOPPED AT COSTCO WALKED TO MY CAR. CART    NEXT TO MY CAR 2INCHES AWAY. WINDY AT THE TIME. PARKING LOT EMPTY""",GD,Cart,-1,0.0,Miscellaneous / Noise
GUEST'S WHITE TOYOTA FORERUNNER HAD THE BACK WINDOW BROKEN AND THEGUEST CLAIMED THAT A LAPTOP WAS STOLEN.,GD,Alleged lack of security,14,1.0,Hot Coffee / Beverage Burn
IN REGARDS TO THE PIPES FREEZING IN THE CHURCH BUILDING. ON FRIDAYDECEMBER 23 2022 OUR MAINTENANCE MEN FOUND NO HOT WATER RUNNING INTHE MEN?S RESTROOM AND NO COLD WATER RUNNING AT ONE SINK IN THE   WOMEN?S RESTROOM. I LEFT THE HEAT ON AND OPENED ALL THE DOORS. ON SUNDAY DECEMBER 25 2022 THE MAINTENANCE MAN OPENED THE CHURCH AT  7:00AM TO FIND WATER RUNNING AND THE CEILING IN THE SACRISTY AND  USHER ROOM ON THE FLOOR.,RB,"Freezing of Plumbing, Heating, AC System",3,1.0,Small Property Damage
ENCLOSED IS A LETTER OF REPRESENTATION FROM JOHN FOY & ASSOCIATES CONCERNING THE PERSONAL   INJURIES CLAIMANT SUSTAINED ON THE PREMI,GB,Not Otherwise Classified,0,1.0,Rear-End Collision (IV hits OV)
REPORTED BY CLAIMANT TO LOCKTON.CLAIMANT TURNED LEFT OVER ONCOMINGTRAFFIC LANES INTO DRIVEWAY OF RIO GRANDE GROCERY STORE WHEN ID   NORA OROPEZA PULLED OUT FROM DRIVEWAY AND STRUCK CLAIMANT'S       VEHICLE.NO INJURIES.,AD,Alleged Negligent Act,7,1.0,Food Poisoning / Restaurant Injury
"ON 1/18/2023 AROUND 9:10 AM THE RESIDENT IN #0628, ALYCIA BELL, REPORTED TO LEASING PROFESSIONAL, CAROLINE CANO, THAT THE  RESIDENT",GD,"Human Action, NOC",3,0.4000821107175667,Small Property Damage
"CUSTOMER ATE MULTIPLE PRODUCTS AND EXPERIENCED FBI SYMPTOMS.      BELIEVES THE ISSUE WAS WITH ROMAINE FROM THE WET RACK EATEN AT 8PMON 11/9. UNSURE IF IT WAS ORGANIC OR CONVENTIONAL 94640 OR 4640.  DIAHREA, VOMITING, & BLOATED STOMACH STARTING 4 HOURS AFTER EATINGTHE ROMAINE. ALSO SAID SHE WAS EXPERINCING BURPING WITH A SULFUR  TASTE IN THE MORNING.",PA,Food Product,0,1.0,Rear-End Collision (IV hits OV)
"FLASH ALERT- AT APPROXIMATELY 7:20 AM DRIVER VEERED TOO FAR TO THELEFT, HITTING A PARKED PICK-UP TRUCK. SCHOOL DISTRICT AND EMS WAS CALLED, THE CHILDREN WERE CHECKED AND RELEASED. OUR VEHICLE WAS   TOWED AND EMPLOYEE WAS TICKETED. DRIVER WAS TAKEN FOR POST        COLLISION DA TESTING.  NO MEDIA AT THIS TIME.",AB,Struck parked vehicle,-1,0.0,Miscellaneous / Noise
MBR ADVISED THAT THEY GOT UNLEADED GAS AND SHE DROVE OUT OF HER   GARAGE AND THE CAR SPUTTERED AND DIED.  SHOP SAID WATER IS IN GAS.,GD,Alleged Negligent Act,-1,0.0,Miscellaneous / Noise
"SMALL PD. THE IV WAS DRIVING ON ADAMS AVENUE EAST., AND HAD TO    MOVE TO THE SIDE SUDDENLY. THE OV WAS BACKING ON THE OPPOSITE SIDEOF THE ROAD, WHEN IT MADE CONTACT WITH THE IV REAR TIRE. NO       INJURIES. THE IV HAS NO DAMAGE. THE OV HAS DAMAGE TO THE REAR P/S PLASTIC LIGHT COVER AND THERE ARE SMUDGE MARKS ON THE REAR FENDER.",AD,Sideswipe or lane change,6,0.3767892698189984,School Bus / Student Accident
GLASS LOSS 2012 AUDI A6 SEDAN VIN - WAUJGAFC0CN056774,AP,Windshield,10,1.0,Delivery / Door/Window Damage
"CLAIMANT ALLEGES HE WAS ENTERING THE STORE, WHEN HE SLIPPED ON THEWET FLOOR AND FELL. THIS RESULTED IN PAIN TO HIS LT ANKLE. SOURCE OF LIQUID IS UNKNOWN.",GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
SMALL PD IV DRIVER WAS DRIVING DOWN ROAD AND STRUCK OVERHEAD LOW  HANGING CABLE WIRE AND KNOCKED IT DOWN. NO DAMAGE TO THE IV. NO   INJURIES WERE REPORTED.,AL,Struck/pulled down wires,6,0.6344302955081863,School Bus / Student Accident
"*ECOMM/BC - DA DAMAGED THE DOOR, SCRATCHED THE DOOR FRAME WHILE   ITEM WAS BEING DELIVERED.",PB,e-Commerce,-1,0.0,Miscellaneous / Noise
"IV DRIVER WAS SERVICING THE CUSTOMER. IV MOVED FORWARD THERE LOW  HANGING WIRE. IV STRUCK THE LOW HANGING WIRE. IV INCURRED NO      DAMAGE. THE WIRE WAS BROUGHT DOWN. NO INJURIES REPORTED.AT&T WAS  CONTACTED, REFERENCED NUMBER PL3Q3S93. AT&T WILL BE AT THE        INCIDENT LOCATION TO LOOK AT WIRE.",AL,Struck/pulled down wires,6,0.6759596277022936,School Bus / Student Accident
"CLAIMANT ALLEGES SHE AND ANOTHER OFF THE CLOCK EMPLOYEE BEGAN     HAVING A VERBAL ALTERCATION ON THE PREMISES. THE MALE WAS         TERMINATED AND TOLD TO LEAVE THE PROPERTY.THE FEMALE WAS ASKED TO LEAVE FOR THE DAY. THEY LEFT AND MET UP IN A NEARBY AREA WHERE IT ESCALATED INTO A PHYSICAL ALTERCATION. SHE WAS STABBED BY THE     FORMER ASSOCIATE AND RETURNED TO THE STORE, REQUESTING THAT AN    AMBULANCE BE CALLED. AN AMBULANCE TRANSPORTED HER FOR MEDICAL     CARE.THE TERMINATED ASSOCIATE WAS ARRE",GB,Assault,0,0.9786176412458667,Rear-End Collision (IV hits OV)
CLMT FELL IN HER UNIT,GB,"Animal, Insect",0,1.0,Rear-End Collision (IV hits OV)
FEMALE PLAINTIFF ALLEGES DRUG DEPENDENCE CAUSED BY TREATMENT WITH RATIO-SALBUTAMOL.,PA,"Alleged inadequate warnings, labels, etc.",-1,0.0,Miscellaneous / Noise
CUSTOMER TRIPPED AND FELL GOING UP THE ESCALATOR AT AROUND 1.17PM.CUSTOMER REPORTED THAT HE WAS OKAY AND DID NOT NEED MEDICAL       ATTENTION.,GB,Elevator/Escalator,0,1.0,Rear-End Collision (IV hits OV)
DRIVER WAS BACKING INTO THE LOCATION AND LOOKING OUT HIS PASSENGERSIDE MIRROR. HE BACKED UP TOO FAR AND STRUCK THE PUMP WITH THE    DRIVER SIDE BUMPER OF TRAILER. CONTACT FELICIA LAM (972) 467-1188,GD,Alleged Negligent Act,2,0.754081821625508,Water Damage / Frozen Pipes
IV ATTEMPT TO AVOID OV AND HIT SIGN AND UTILITY POLE,AP,Struck animal or object,4,1.0,Vehicle Damage While Driving
OV STRUCK PARKED IV RENTAL CAR,AP,Our vehicle struck while parked,13,0.9923667751425047,Two-Vehicle Parked Collision
"ON WEDNESDAY, MARCH 8,2023 WHILE PYE BARKER FIRE SAFETY, LLC WAS ON PROPERTY WORKING ON THE FIRE HYDRANT, THEY DAMAGED SANDY DIAZ 51",GD,Not Otherwise Classified,3,0.5154838531490412,Small Property Damage
"MR. GRIES WAS CHANGING IN A STALL IN THE MENS RESTROOM LOCATED ON THE 3RD FLOOR. WHILE CHANGING, HE CUT HIMSELF ON THE TOILET PAPER DISPENSER.",GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
"THE RESIDENT WAS GOING TO THEIR TRUNK, SLIPPED ON THE ICE IN THE PARKING LOT, AND SPRAINED HER KNEE.",GB,"Parking lot, driveway",0,1.0,Rear-End Collision (IV hits OV)
"CLAIMANT ALLEGES, SHE WENT TO SIT DOWN, AND DID NOT POSITION      HERSELF PROPERLY. SHE FELL OFF THE CHAIR. NO INJURY IS REPORTED.",GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
"CLAIMANT ALLEGES THAT WHILE SHE WAS PICKING UP A COFFEE POT, IT   CAUSED A 2ND DEGREE BURN TO HER LEFT HAND.",NS,"Heating equipment, NOC",15,0.9168621714301833,Rear-End Collision (Client hits others)
CUSTOMER HAD A GOFOR DELIVERY AT HIS PROPERTY FOR SOME INTERIOR   DOORS. THE CUSTOMER WAS NOT HOME AT THE TIME OF THE DELIVERY BUT  PROVIDED INSTRUCTIONS AS TO WHERE IT SHOULD BE LEFT.,GD,Alleged Negligent Act,14,0.9418756300113944,Hot Coffee / Beverage Burn
IV DRIVER WAS TRAVELING ON ORCHARD LAKE ROAD WHEN IV STRUCK A DEER. THERE WERE NO INJURIES REPORTED. IV INCURRED DAMAGE TO D/S FRONT,AP,Struck animal or object,-1,0.0,Miscellaneous / Noise
"YESTERDAY A DRIVER CAME AND DELIVERED SOME TANKS TO OUR OFFICE AT BIEMCARE ORAL SURGERY. IN THE COURSE OF THE DELIVERY, THE INTERNALMECHANISM OF THE GAS CLOSET DOOR HANDLE WAS BROKEN. ULTIMATELY, A LOCKSMITH HAD TO DRILL THROUGH THE DOOR HANDLE THIS MORNING TO    ACCESS THE CLOSET. AND UNFORTUNATELY, THE LOCK THAT WAS BROKEN WASAN INDUSTRIAL GRADE 1 LOCK AND IS QUITE EXPENSIVE. I'M ASKING TO  BE REFUNDED FOR THE COSTS ASSOCIATED WITH THE EVENT. I'VE ATTACHEDALL RECEIPTS/INVOICES YOU MIGHT NEED.",GD,Alleged improper maintenance - other,-1,0.0,Miscellaneous / Noise
". ON 4/11/23 AT APPROXIMATELY 5:15PM, RYAN SAUER WAS DOING SOME WEIGHT LIFTING IN THE FITNESS CENTER.  MR. SAUER WAS LAYING BACK ON",GB,Not Otherwise Classified,0,0.9360195605278968,Rear-End Collision (IV hits OV)
IV BACKED INTO SNOW BANK,AP,Backed into vehicle or object,13,1.0,Two-Vehicle Parked Collision
"MR. MICHAEL SAVARESE REPORTED THE INCIDENT HAPPENED ON THE DAY OF THE NEW YEAR, 01/01/2023, AROUND 08:00 PM. HIS DAUGHTER ADRIANA ST",GB,Not Otherwise Classified,3,0.3409828121984132,Small Property Damage
RO CK NO INJURIESOV REARENDED IV ON THE WAY THE HER FIRST PICKUP,AP,Our vehicle struck in rear,4,1.0,Vehicle Damage While Driving
CEMENT TRUCK REAR ENDED THE TRACTOR FROM BEHIND,NS,Sideswipe or lane change,2,0.8522434394727075,Water Damage / Frozen Pipes
EE WAS WAITING FOR RED LIGHT TO TURN GREEN AND A VEHICLE VEERED   INTO HER LANE.,AP,Intersection accident,2,0.8480791743081659,Water Damage / Frozen Pipes
WELLNESS CHECK ON 12/16/22. THE FAMILY SEEMED CONCERNED THAT THEY HAVE NOT HEARD  FROM HER SINCE NOVEMBER AND WANTED US TO CHECK THE,GB,Not Otherwise Classified,-1,0.0,Miscellaneous / Noise
"GUESTS WERE IN ROOM 361.RYAN SLIPPED WHILE TAKING A SHOWER HITTINGTHE BACK LEFT SIDE OF HIS HEAD ON THE TUB.HE WAS THEN DIZZY,      GROGGY, HAD DOUBLE VISION, HEADACH AND WAS NAUSEOUS.HIS PARENTS   TOOK HIM TO URGENT CARE WHERE THEY DIGANOSED A CONCUSSION.",GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
IV MADE LANE CHANGE IN TO CV OTHER CARRIER IS                     SUBROGATING.,AD,Sideswipe or lane change,4,0.8127017203401316,Vehicle Damage While Driving
OV HIT IV,AP,Sideswipe or lane change,4,1.0,Vehicle Damage While Driving
"STUDENT WAS ON CLIMBER WEST PLAYGROUND. HE WENT OUTSIDE OF        CLIMBER, SLIPPED, AND FELL FLATLY ON HIS BACK. ADULTS OUTSIDE DID NOT SEE WHEN HE FELL EXACTLY BUT OUTSIDE CAMERA CAUGHT ACCIDENT.",GB,"Alleged lack of supv., park, playground",0,1.0,Rear-End Collision (IV hits OV)
IV DRIVER WAS TRAVELING ON INTERSTATE 269 EASTBOUND WHEN IV HIT A DEER AND IT CLIPPED THE FRONT LEFT SIDE OF IV. NO INJURIES        REPORTED.,AP,Struck animal or object,-1,0.0,Miscellaneous / Noise
"V1 WAS BEHIND V2 WESTBOUND ON PRINCE WILLIAM PARKWAY APPROACHING  WORTH AVENUE. V2 OBSERVED THE TRAFFIC LIGHT TURN YELLOW AND WAS   SLOWING TO A STOP, CAUSING THE FRONT OF V1 TO MAKE CONTACT WITH   THE REAR OF V2.",AB,Alleged Negligent Act,11,1.0,Rock / Windshield Crack
SARAH KUPFER CAME TO PICK UP CHILD FROM KIDS COMPANY AROUND 3:07. SHE SLIPPED WHILE WALKING ON THE BLACK TOP AND FELL.,GB,Alleged improper maintenance - schools,0,1.0,Rear-End Collision (IV hits OV)
WHILE MAKING DELIVERY WITH A PALLET JACK THE PALLET SLID INTO THE GRASS CAUSING DAMAGE.,GD,Damage to landscaping,0,0.8422181604022271,Rear-End Collision (IV hits OV)
"THERE WAS SHRINK WRAP AROUND LOAD INSURED FOOT GOT CAUGHT AND HE  FELL BACK LANDING ON HEAD, NECK, BACK ON A CHAIN AND THE SIDE IV",NS,Securing load,0,1.0,Rear-End Collision (IV hits OV)
"SMALL PD. IV DRIVER WAS TURNING INTO A PARKING LOT WHEN IV        PULLED A METAL WIRE DOWN, CAUSING DAMAGE TO THE WIRE. NO INJURIES",AL,Struck/pulled down wires,6,0.7288568543543307,School Bus / Student Accident
"DUE TO FREEZING WEATHER, PIPES BURST IN CEILING CAUSING 3 TO 5    INCHES OF WATER TO FLOOD BUILDING STRUCTURE. WATER DAMAGES WERE   SUSTAINED TO CEILING, FLOORING, WALLS AND MATERIALS. LOSS OCCURREDTO OFFICE BUILDING ON 611 BORTON STREET. THE LOCATION NUMBER IS   LA50251.",RB,Weather NOC - Property,3,1.0,Small Property Damage
IV ALLEGEDLY DROVE THROUGH RESTAURANT RESULTING IN INJURIES TO 2-3INDIVIDUALS. TWO PARKED VEHICLES WERE ALLEGEDLY DAMAGED.,AD,Not Otherwise Classified,1,1.0,Slip / Trip / Fall
BACKED UP TO LOADING DOCK AND IV FORGOT TO PULL BRAKE BEFORE      GETTING OUT OF VEHICLE. VEHICLE ROLLED AWAY DOWNHILL AND RAN OVER BANK IN TO BRUSH AND PROPERTY LINE FENCE.,AP,Runaway vehicle,13,1.0,Two-Vehicle Parked Collision
"BAY DOOR #1 METAL PANEL DENTED, BY BUMPER OF UPS TRUCK, MAKING A  DELIVERY. CONTACTING OVERHEAD DOOR FOR EST.",RB,Vehicle - truck/snowplow,-1,0.0,Miscellaneous / Noise
"GUEST STATED THAT SHE HAD A DIFFICULTY SEEING AND THAT SHE TRIPPEDAS SHE WAS WALKING UP A STEP IN AUDITORIUM #5. SHE AND HER FRIEND LUCILLE HAD TICKETS FOR SEATS E7 & E8, ON THE AISLE AND 1 STEP UP AS YOU ENTERED THE AUDITORIUM. THE MOVIE TRAILERS WERE RUNNING ANDLIGHTING LEVEL WAS ""MID"", OR NOT ALL THE WAY DOWN BECAUSE THE FILMHADN'T STARTED. LIGHTING IS ALL OPERATIONAL AFTER SHE FELL A      DIFFERENT GUEST ALERTED US TO THE FALL AND SHAY ARMSTRONG AND     HASAAN BLUE WENT INTO THE AUDITORIUM T",GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
IV STRUCK BY TREE LIMB.,AP,Other - comprehensive,1,0.9807543644211651,Slip / Trip / Fall
"FLASH ALERT- FS BUS WAS ENTERED INTERSECTION & COLLIDED WITH OV.  FS BUS WAS PUSHED INTO DITCH & HIT AN ELECTRICAL POLE CAUSING POLETO TIP OVER ONTO BUS. HUDSON PD, FD & EMS REPORTED TO SCENE.      NORMAL SR LSM IS ON SCENE. IVD & MONITOR ARE INJURED REQUIRING    TRANSPORT. TWO PASSENGERS IN OV ARE INJURED REQUIRING TRANSPORT.  EMERGENCY CONTACTS & SCHOOL DISTRICT HAVE BEEN NOTIFIED. NO MEDIA ON SCENE AT TIME OF REPORT. NO CITATIONS ISSUED AT TIME OF REPORT.",AB,Intersection accident,8,0.6046484492448138,Police / Driveway Incidents
CLAIMANT SUFFERED VEHICLE DAMAGE DUE TO OBJECT STRUCK  HIS        VEHICLE CAUSING VEHICLE DAMAGE.,GD,Struck by Object,9,0.2375117408180825,Pothole / Road Hazard
OV LOST CONTROL IV CHANGED LANES OV TURNED OTHER DIRECTION AND    STRUCK IV ON STEER TIRE AND BUMPER,AP,Vehicle - Operated by other party,4,0.8255922485331724,Vehicle Damage While Driving
AMARILIS WAS EXPERIENCING CHEST PAIN. HEART RATE WAS 220,GB,Not Otherwise Classified,-1,0.0,Miscellaneous / Noise
THE INSURED DRIVER WAS MAKING A LEFT TURN FROM THE OPPOSITE       DIRECTION WHEN THE IV TRACTOR P/S WAS STRUCK BY THE OV. THE OV    DRIVER EXPERIENCES PAIN IN BOTH KNEES AND HER LOWER BACK.,AB,Sideswipe or lane change,1,0.8711656395397891,Slip / Trip / Fall
"SUBJECT BIT P.O. MAYS ON HIS RIGHT BICEP, CAUSING BRUISING",NS,Assault,0,0.8155194332005847,Rear-End Collision (IV hits OV)
INSURED VEHICLE COLLIDED WITH PARKED THIRD PARTY VEHICLE CAUSING  VEHICLE DAMAGE.,AD,Collision,5,1.0,Third Party Reversing
IT IS ALLEGED THAT THE CUSTOMER WAS EATING PAD THAI IN THE DINING ROOM WHEN HE SUSTAINED AN ALLERGIC REACTION.,GB,Allergic Reaction,0,1.0,Rear-End Collision (IV hits OV)
DRIVER WAS PULLING OUT OF PARKING SPOT WITH TRUCK IN CEVA PARKING LOT AND TURNED TOO TIGHT AND HIT FRONT DRIVER SIDE OF PARKED CAR  SMASHING LIGHT AND RIPPING FRONT END OFF. NO POLICE CAME BECAUSE  IT WAS ON PRIVATE PROPERTY.,AD,Struck parked vehicle,2,0.5757336788051765,Water Damage / Frozen Pipes
"AROUND 5:30PM, ON 410 IN THE MIDDLE OF TRAFFIC, I WAS ON THE RIGHTLANE (3RD FROM LEFT) AND WAS MERGING INTO MY LEFT LANE (2ND FROM  LEFT). THERE WAS ENOUGH ROOM FOR 3 CARS TO MERGE IN FRONT OF THE  COMPANY VAN, HE WAS VERY FAR BEHIND ME. THE CAR IN FRONT OF ME ANDMYSELF MERGED INTO THE SECOND LANE AND THEN THE COMPANY VAN WENT  TO THE FAST LANE (FAR LEFT, 1ST LEFT LANE) AND THEN GOT IN FRONT  OF ME AND BY DOING THAT HE CLIPPED MY DRIVER DOOR AND TIRE. HE    KEPT DRIVING FOR ABOUT HALF A MILE BEF",AD,Sideswipe or lane change,2,0.838989359000931,Water Damage / Frozen Pipes
"SMALL PD. AFTER STEVEN DUMPED THE CONTAINER AT THE VETERINARY     URGENT CARE, AS HE BACKED OUT OF THE CUSTOMER PROPERTY HE NOTICE  HE LEFT RUTS IN PATH WAY LEADING TO THE CONTAINER.",AL,"Parking lot, driveway",6,0.7549666992019632,School Bus / Student Accident
"THE IV WAS PASSING THROUGH A STOP SIGN WHEN IT WAS T BONED BY THE OV ALSO PASSING THROUGH A STOP SIGN. THE OV LEFT THE SCENE. THE IVWAS FRONT D/S WHEEL IS BENT AND LEANING AGAINST A PIECE OF METAL, D/S IS DENTED AND A PIECE OF METAL SHOWING. THE OV FRONT BUMPER   WAS DENTED AND OUT OF PLACE. THERE WERE NO REPORTED INJURIES.",AP,Intersection accident,1,1.0,Slip / Trip / Fall
"HOMEOWNER/PERSON INJURED: SUSAN HUGHES. REPRESENTING ATTORNEY:    LALIMA LAW FIRM, LLC, ATTORNEY:  WILLIAM JAMES LALIMA, CONTACT    NUMBER: 803-807-6292. NOTIFICATION WAS RECEIVED VIA SEDGWICK ON   09-21-2022. THE CLAIMANT IS STATING THAT ON 07-27-2022, SHE FELL  INTO A HOLE THAT WAS DUG AND LEFT UNMARKED ON HER PROPERTY. ON    09-21-2022, A SUPERVISOR WENT ONSITE TO THE CLAIMANTS HOME TO     INVESTIGATE, THE SUPERVISOR DID NOT FIND ANY HOLES. THE CLAIMANT  CAME OUT AND ADVISED THE SUPERVISOR T",GB,Alleged Negligent Act,3,0.34443426738801075,Small Property Damage
THE IV STRUCK THE OV THAT WAS PARKED UNOCCUPIED. THE OV INCURRED  DAMAGE TO THE REAR END.,AD,Struck parked vehicle,1,0.8492741542196645,Slip / Trip / Fall
IV BACKED INTO PARKED OV1,AD,Struck parked vehicle,13,1.0,Two-Vehicle Parked Collision
GUEST EATING TIRAMISU.  PIECE OF THE PACKAGING BROKE INTO THE FOODAND WHEN THE GUEST TOOK A BITE IT WAS IN THE GUESTS MOUTH. NO     BLOOD OR ANY MORE INJURY OCCURRED.  JUST DISCOMFORT IN MOUTH AT   THE TIME.,PA,Alleged foreign object in product,0,1.0,Rear-End Collision (IV hits OV)
"FOR RECORDS ONLY.  ON 02/23/23 APPROXIMATELY 4:00 PM, THE RESIDENT FROM APT. # 2203 (HELEN MAXWELL) WAS PRONOUNCED DEATH BY NATURAL",GB,Not Otherwise Classified,3,0.3527217154010217,Small Property Damage
THE IV MERGED LANES AND THE REAR OF THE IV STRUCK THE OV'S SIDE.  THERE IS DAMAGE TO THE OV. THE OV DRIVER SUSTAINED INJURIES.,AB,Sideswipe or lane change,1,1.0,Slip / Trip / Fall
"ELDERLY GUEST WAS STANDING IN THE LOBBY WAITING TO BE SEATED.  HE APPEARED TO BECOME LIGHT-HEADED AND PASS OUT.  HE FELL FORWARD ANDHIT HIS HEAD ON OUR HOST PODIUM.  HE WOKE UP AFTER A COUPLE       MINUTES AND SAT UP. WE CALLED 911 IMMEDIATELY, HOWEVER ANOTHER    GUEST WAS ALSO CALLING FOR HELP.",GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
CLAIMANT STRUCK THE DEFECT CAUSING INJURY LACERATION TO KNEE AND  SCARRING.,GB,DEFECTIVE PAVEMENT,0,1.0,Rear-End Collision (IV hits OV)
GUEST CLAIMS BEG BUGS IN ROOM,PM,"Animal, Insect",0,0.9631265024846206,Rear-End Collision (IV hits OV)
OTHER PARTY INVADED OUR LANE RESULTING IN CONTACT,AD,Sideswipe or lane change,-1,0.0,Miscellaneous / Noise
"SMALL PD. IT IS ALLEGED THAT THE OV DRIVER WAS DRIVING ON A       ROADWAY WHEN A WM TRASH CAN BOUNCED INTO THE STREET, STRUCK AND   DAMAGED THE P/S DOOR OF HER OV.",GL,Struck parked vehicle,6,0.5925886714217742,School Bus / Student Accident
OV WAS REAR ENDED BY OV,AU,Struck vehicle in rear,4,0.7380915925624449,Vehicle Damage While Driving
"THE IV REAR ENDED THE OV. THE OV HAS REAR END DAMAGE, D/S SIDE    WINDOW PANELING,AND D/S REAR WINDOW BUSTED. THERE WAS NO INJURY.",AD,Struck vehicle in rear,1,1.0,Slip / Trip / Fall
"ALLEGED: CUSTOMER FILED A COMPLAINT STATING THAT THE DRIVER WAS   MAKING A DELIVERY TO THEIR NEIGHBOR'S HOME AND HIT THE GAS LINE   AND GATE, CAUSING DAMAGE. NO INJURIES/POLICE/TOW.",AD,Struck animal or object,-1,0.0,Miscellaneous / Noise
CLAIMANT DROVE OVER POTHOLE CAUSING DAMAGE TO VEHICLE,GD,Pothole,9,0.6894983486880384,Pothole / Road Hazard
"SPOKE WITH CUSTOMER WHO STATED THEY WERE AT WORK WHEN THE ALLEGED INCIDENT HAPPENED THERE WAS A TIME BEFORE WHEN A FEDEX TRUCK RAN  OVER THEIR LAWN SO THEY PUT UP STAKES WHICH WERE RAN OVER IN THE  ALLEGED INCIDENT. THEIR FLOWER BED IS ALONG DRIVEWAY AND SIDEWALK CLOSER TO THE HOUSE, NOT IN THE YARD ANYWHERE SPOKE WITH BC DAN   AND THE ISP IS DENYING THE PROPERTY DAMAGE. THEY SHOWED",AD,Damage to landscaping,-1,0.0,Miscellaneous / Noise
RANDY REPORTED TO THE CONCIERGE ON 3/1/23 THAT ON 2/28/23 AROUND 7 P.M. HE LOST HIS  WALLET AFTER HE PARKED HIS CAR IN HIS PARKING S,GD,Not Otherwise Classified,12,1.0,Foreign Object in Food
WALKING BEHIND REGISTER #2 SLIPPED ON DROPS OF WATER FELL SHIN    CONTUSION AND HEAD WAS HIT ON PACKING TABLE OF REGISTER,GB,Stationary object,0,1.0,Rear-End Collision (IV hits OV)
"RO CK NO INJURIES OV WAS PASSING IV ON THE RIGHT SIDE MADE CONTACTWITH THE RIGHT MIRROR, HIT AND RUN",AP,Our vehicle struck by runaway vehicle,-1,0.0,Miscellaneous / Noise
THE IV MADE A SHARP TURN IN A DRIVE WAY AND STRUCK A BOLLARD. THE BOLLARD WAS DAMAGED. NO INJURIES WERE REPORTED.,AD,Struck animal or object,1,1.0,Slip / Trip / Fall
WE GOT A GUEST CALL SAYING THAT FEW HOURS AGO HE HAD ORDER A      LOBSTER PASTA TOGO AND THAT HE FELT AN ALLERGIC REACTION MOMENTS  AFTER HE START EATING AND HE HAD TO CALL FOR THE AMBULANCE,PA,Allergic Reaction,0,1.0,Rear-End Collision (IV hits OV)
"PLAINTIFF ALLEGES SHE TOOK HER 2013 CHEVROLET CRUZE VIN NUMBER:   1G1PC5SB9D7322577 IN FOR REPAIRS. SHE WAS CHARGED $100.00, IN     EXCESS OF THE TERMS OF THE INVOICE, AND SHE BELIEVES THIS IS A    PATTERN AND PRACTICE TO OVERCHARGE THE SHOP SUPPLIES CHARGE TO ITSCUSTOMERS.",GO,Alleged Negligent Act,5,0.28103950812080947,Third Party Reversing
CLAIMANT ALLEGES SHE FELL ONTO BOTH OF HER KNEES IN THE DINING    ROOM. THE CUSTOMER'S INJURIES ARE UNKNOWN.,GB,Alleged improper maintenance - other,0,1.0,Rear-End Collision (IV hits OV)
STOCKED OUT SERVICES EMPLOYEE STATED HE FELL FROM SECOND FLOOR WHEN PREPPING FOR PAINTING AS THERE WAS AN ISSUE WITH THE LADDER. HE,GB,Ladder (portable),0,1.0,Rear-End Collision (IV hits OV)
CHUTE ON THE BACK OF MIXER HIT A CONTRACTORS PICKUP.,AD,Backed into vehicle or object,-1,0.0,Miscellaneous / Noise
IV TURNING LEFT FROM LEFT LANE WHEN OV TURNED LEFT FROM RIGHT LANEAND STRUCK IV ON REAR DRIVER SIDE.,AP,Sideswipe or lane change,4,0.8102757694546596,Vehicle Damage While Driving
"GUEST WAS EATING CHICKEN AND THERE WAS A PIECE OF GLASS FROM A    DISH IN THE CHICKEN. WHEN SHE ATE THE CHICKEN, HER VANEER CRACKED AND THAT IS WHEN SHE NOTICED IT WAS GLASS. GUEST HAS PHOTOS.",PA,Food Product,0,1.0,Rear-End Collision (IV hits OV)
CLAIMANT WAS DRIVING IN THE PARKING LOT NEAR THE NC LICENSE PLATE OFFICE. TENANTS CAR HIT POTHOLE THAT BLEW OUT TIRE AND POSSIBLY   DAMAGED THE WHEEL. CLAIMANT STATED THAT WATER WAS PUDDLED IN THE  POTHOLE AND IT WAS NOT EVIDENT THAT A POTHOLE WAS PRESENT. TENANT IS TAKING CAR IN FOR REPAIR AND WILL PROVIDE PHOTOS.,GD,Alleged Negligent Act,9,1.0,Pothole / Road Hazard
BROKEN PLUMBING,GD,Alleged Negligent Act,3,0.9611874722897048,Small Property Damage
